text,date,evento,sentiment,score
I just heard just now that Trump has named a climate change denier from Oklahoma as head of the EPA. Name is Scott Brewer,,,NEU,0.7245
RT Slipped into unrelated story AP labels Trump EPA choice Scott Pruitt a 'climate change denier',,,NEG,0.5172
"RT Stops Nat'l parks from informing on climate change,lies about the election. DT is a sick childish embarrassment destroying o",,,NEG,0.9187
RT China to Trump climate change is not a Chinese hoax Ã Å¾Â Ã Â ï,,,NEU,0.6988
The failing of renewables will boost the finite unrenewablies contribution effect on climate change bigly. Enjoy,,,NEU,0.4288
"RT However, since Trump tells us climate change is just a ChineseHoax I guess I don't have to worry LiarInChief",,,NEG,0.4669
"climate change deniers, young earth creationists madasaboxoffrogs",,,NEG,0.5878
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
I still have a hard time understanding that some people do not believe climate change is a thing,,,NEG,0.7502
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT China tells Trump climate change isn't a hoax it invented,,,NEU,0.6436
RT Dear climate alarmists. The sun is the driving force of climate change.always has be,,,NEU,0.7068
RT if global warming isn't real why did club penguin shut down,,,NEG,0.7297
"RT It's global warming that the Republicans think doesn't exist , yet they believe Jesus made blind men s",,,NEG,0.6803
RT People who think climate change science is a hoax out here screaming about biology defined sexes,,,NEG,0.7951
RT China is now explaining the history of climate change science politics 2 underscore to Trump they didnt do a hoax. GodÃ â Â,,,NEU,0.6913
RT That's his most palatable quality! He's a hunter pal of the Trumps who denies climate change is a glutton for oil d,,,NEG,0.4393
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT LOL!! Hint if u don't get the joke, u should STFU about climate change being a 'hoax'. And take a damn physics",,,NEG,0.8765
"RT Majority of Alaskans believe climate change is happening, according to a Yale report. Check out the interactive map",,,NEU,0.8714
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
New head of the EPA is disputing climate change scientists over the cause of climate change. The head of the EPA Who denies climate change,,,NEG,0.5813
RT Donald Trump can deny global warming cities can't cityoftrump,,,NEG,0.648
RT Our president doesn't believe in global warming so we're all doomed regardless,,,NEG,0.8421
But global warming isn't real right? fools,,,NEG,0.6011
...it's ok don't worry says climate change is not real!,,,POS,0.4565
RT Global mean sea levels have risen 9cm in my children's lifetimes. But probably just some climate change conspiracy,,,NEU,0.4769
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT Great Barrier Reef is A OK says climate change denier as she manhandles coral Mashable,,,NEU,0.5114
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"and even if climate change were a hoax, do we still want the pollution that an upsurge in coal will bring?",,,NEG,0.6962
RT Pro fox hunting amp death penalty Denies climate change Opposes gay marriage amp abortion Paul Nuttall Poundshop Trump htt,,,NEG,0.8135
I'm genuinely concerned that we let a man into office that doesn't believe in global warming and thinks it's a Chinese scam??????,,,NEG,0.9084
the earth is flat and climate change is not real and does not matter.,,,NEU,0.5586
"RT Deniers gonna deny, but new research puts the last nail in the coffin of the global warming pause .",,,NEG,0.5912
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT China is now explaining the history of climate change science politics 2 underscore to Trump they didnt do a hoax. GodÃ â Â,,,NEU,0.6913
RT Did really just compare believing in man made climate change to believing the earth is flat?,,,NEG,0.5443
"RT That's why global warming isn't real, it's just distracting us from the love of Christ kb",,,NEG,0.8064
RT What do scientists actually believe about climate change? ParisAgreement,,,NEU,0.844
China delegate hits back at Trump's climate change hoax claims CNN,,,NEG,0.5471
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT A climate change denier is now in charge of the . It s worth noting what employees there did to resist.,,,NEG,0.6108
climate change doesn't exist.,,,NEU,0.5555
RT if global warming isn't real why did club penguin shut down,,,NEG,0.7297
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
RT Here is the column Stephens wrote denying global warming. He should either retract it or NYT must rescind its offer.,,,NEG,0.7947
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT Hey its november and its 83 degrees. Continue to tell me that climate change is a myth pls,,,NEG,0.594
I'd look into . A lot of scientists estimate earth can't sustain 4 years of climate change denial. Scary shit,,,NEG,0.8113
"Whether or not you believe global warming is real, don't you think we should be taking better care of this beautiful planet we inhabit? Ã Å Â â",,,NEU,0.6074
RT Thing is climate change doesn t care wether you believe it or not. It s not a religion. It s going to happen. Nay.,,,NEU,0.5818
"Trump picked Scot Pruit as head of the ENVIRONMENTAL PROTECTION AGENCY this guy doesnt believe in climate change, our planet is fucked",,,NEG,0.9204
"I do not believe climate change is a hoax,' Pruitt said. news carbondioxide carbondioxide",,,NEU,0.6463
This climate change agenda is being sponsored by the very oil companies who they seek to harm cap and trade taxation scam,,,NEG,0.8463
RT Vatican believes humans contribute to climate change scofflaw exorcists whose pact with Satan raises global temps,,,NEG,0.7715
"RT cdnpoli Isn't the guy who used climate change fear mongering to devalue coal mines, then bought them?",,,NEG,0.6077
I cannot believe that in this day and age there are still people denying that climate change is a reality. BeforetheFlood,,,NEG,0.9079
RT 630 of America's biggest companies are pleading with Trump to give up his climate change denial,,,NEU,0.7274
What does Trump believe about climate change?,,,NEU,0.7939
RT A climate change denier leading the EPA? Finally. I say we can't let a little extinction stop economic progress!,,,NEG,0.4697
I don't think Rubio is gonna lose although I'm not afraid to say he doesn't have my vote. 2017 and still denying climate changeÃ Å â Å½,,,NEG,0.7138
"Beyond believers and deniers for Americans, climate change is complicated",,,NEU,0.6277
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT If God didn't want us to cause global warming He wouldn't have put all those fake dinosaurs in the ground to test our f,,,NEG,0.6902
"RT Climate change 'pause' does not exist, scientists show, in wounding blow for global warming denialists Independent",,,NEU,0.5377
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"denying climate change, repealing national marriage equality, threatening to ban an entire religion from being here.",,,NEG,0.8703
Obamas fiddled global warming data Shamelessly Manipulated ClimateScam GreenScam TeaParty tcot PJNet,,,NEG,0.8315
RT Just like you cannot properly run the if you're a climate change denier who has a hard on for fossil fuels Ah,,,NEG,0.8265
You might mention that Hilary Clinton strongly endorses science and believes climate change is real.,,,NEU,0.7175
"RT Hey Florida, nice little Everglades you've got there. Thanks for voting for a climate change denier. See you in hurricaneÃ â Â",,,NEG,0.8421
RT presidents that believe in climate change gt gt gt gt,,,NEG,0.5658
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT Terrific. Now Trump has appointed a climate change denier to head up the US environmental protection body.,,,NEU,0.4797
RT I got over the fact that we elected Trump and then I remember that he thinks climate change is a Chinese conspiracy and I losÃ â Â,,,NEG,0.7582
RT liberals are so annoying... have fun working to fight climate change w a person who believes climate change is a mÃ â Â,,,NEG,0.9009
oh here comes the conservative who care about the environment when most of you don't believe in climate change,,,NEG,0.6352
The DUB genuinely say climate change isn't real hahahahahaha they are just Twitter conspiracy theorists,,,NEG,0.8125
RT The death of the climate change scam is just more icing on the cake.,,,NEG,0.8678
We need all hands on deck to fight those who deny climate change and profit from killing our future generations.,,,NEG,0.6118
I believe in climate change amp am extremely proud of youz for finding a way to get the word out. Please stay strong!!,,,POS,0.9488
RT Alt Right doesn't believe in climate change but has no problem believing in this. CoolPartyBro,,,NEG,0.505
But it's snowing for the first time in 37 years in the Sahara so climate change must be a hoax! sarcasm,,,NEU,0.4449
RT Tim Kaine is demolishing Tillerson over the fact that ExxonKnew amp lied about climate change. Rex refusing to answer ques,,,NEG,0.7213
and I'm worried marching Earth Day will activate people's partisan identity wrt to climate change and alienate some 2,,,NEG,0.6392
I knew if it warmed up that someone would pull that climate change shit... Not saying it doesn't exist but come on,,,NEG,0.8042
RT Trump has characterized climate change as Chinese hoax. But says NOAA will follow science which could mean col,,,NEU,0.5242
RT Most Australians Are happy with 18c Are happy with SSM Believe in climate change Want a royal commission into the banks,,,POS,0.6855
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
"RT ok a climate change denier heading the EPA is AWFUL, but what's that shade of lip stain my dude",,,NEG,0.9121
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Imagine how much better cleaner our world would be if people believed in global warming amp recycling as much as they beli,,,POS,0.6061
194 countries also support Paris Accord. Trump is the one major world leader denying climate change.,,,NEU,0.6653
"RT After previously calling it a 'hoax,' Trump said there's 'some connectivity' between climate change amp human activit",,,NEU,0.8762
"RT Carbon credits are a fake currency for a fake correlation of CO2 to fake global warming fears, just cost shifting a",,,NEG,0.8424
climate change is a hoax to line the pockets of the degenerates in Washington. Trump is draining the swamp! maga,,,NEG,0.7879
RT trump denying climate change is like cornelius fudge vehemently denying that voldemort had returned,,,NEG,0.5881
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
well thay say global climate change is not a thing..but who do you believe science or trump,,,NEU,0.538
"I currently don't believe Scott Pruitt, so we're even. Ironic that statement implies he does admit global warming",,,NEG,0.7114
"RT Just because you don't believe in climate change does not mean it doesn't exist. We need action, not denial.",,,NEG,0.5218
"RT Fun fact if elected, Donald Trump would be the only leader of any nation on earth who denies climate change.",,,NEU,0.6146
"RT 6. POTUS might tweet the sky is not blue, therefore the climate change scientists are only providing FAKE NEWS",,,NEG,0.693
RT Yes this is an official result. I used the same method climate change believers use to prove their,,,NEU,0.8623
A story of intimidation and censorship The great global warming swindle ClimateScam tcot PJNet,,,NEG,0.8251
RT VOTE VOTE VOTE!!!! VOTING for a candidate that believes climate change is a hoax is theÃ â Â,,,NEG,0.8086
"But hey, climate change is a hoax anyway so the world totally won't be devastated before the end of the century, guys. Right? RIGHT???",,,NEU,0.4445
RT The Whitehouse is being filled with creationist climate change deniers. But on the plus side God will give your grandchilÃ â Â,,,NEG,0.66
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT 'Trump can t deny climate change without a fight' via,,,NEU,0.6836
RT The House Science Committee claims scientists faked climate change data here's what you should know,,,NEG,0.5273
"RT Trump appointed climate change denier, Scott Pruitt, to the head of the . would not have done that.",,,NEG,0.7739
RT PSA to anyone who doesn't believe in climate change. Also a PSA to everyone else that does believe.,,,NEU,0.7072
RT If you don't believe in global warming u r a dumbass,,,NEG,0.8023
good job environmentalism is a sham and climate change is fake,,,NEG,0.8701
I hope u understand that a majority of Americans know climate change is real amp not a hoax! But your policies show u don't give a damn,,,NEG,0.8227
"RT Simple. I believe in climate change, a woman's right to choose, gun safety amp the wealthy paying their fair share. TÃ â Â",,,NEU,0.6426
"RT For China, climate change is no hoax it s a business and political opportunity",,,NEU,0.6483
Talking about how states are marking out the path of the eclipse next month. States that deny evolution and climate change. Yeah...,,,NEU,0.5649
RT raise your hand if you believe in climate change,,,NEU,0.8357
RT 'We believe climate change is one of the greatest threats facing Canadians and the world and it ... needs global so,,,NEG,0.7136
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Global warming and climate change are not man made.,,,NEU,0.6389
RT Unbelievable that Club Penguin is shutting down yet people still deny the impact of climate change on our planet,,,NEG,0.8473
Trump picks climate change denier for EPA team,,,NEG,0.5905
RT Patagonia is a company that strongly believes in climate change so sorry frat boyz you better find a new sweater to wear,,,NEG,0.8007
"RT In full page ad in NYT in 2009, called for urgent action on climate change. Which does he believe? httÃ â Â",,,NEU,0.8952
Weather Channel video uses young kids to promote Ã â Ëœglobal warmingÃ â â fear mongering,,,NEG,0.7639
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT SAD!!! EPA head Scott Pruitt denies that carbon dioxide causes global warming,,,NEG,0.792
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
Dumb guy I went to school with posted something about global warming being fake and people tore him apart,,,NEG,0.8937
"RT Are we looking at an America that officially believes climate change is a hoax? Sorry, everybody else.",,,NEG,0.7801
RT Trump calls global warming a Chinese hoax. Clinton emails.,,,NEG,0.6507
RT End to global warming scam in sight.,,,NEG,0.5543
is there any media coverage about Norm being a climate change denier? Or those other issues? I had no idea...sneaky Norm.,,,NEG,0.5549
RT This is what happens when climate change deniers gain power,,,NEG,0.7304
Please vote 4 Hillary on Tuesday. She's the only 1 who can beat Trump. Trump will ruin the US amp Earth he doesn't believe in global warming,,,NEU,0.3957
RT When people dont believe climate change is real but its 65 degrees in feburary.....,,,NEG,0.5258
RT amp Donald Trump wants you know this proves NASA's part of that whole Chinese climate change hoax.,,,NEG,0.6016
RT Your president literally doesn't believe in climate change.,,,NEG,0.8795
"Aside from wether u want to deny climate change or not, it makes economical sense to invest and shift to renewables",,,NEU,0.7625
Cersei not joinging the fight is as frustrating as people who don't believe in climate change. gameofthrones got thronesyall,,,NEG,0.8338
RT How come everyone believes scientists about eclipse but some people don t believe them about climate change?,,,NEU,0.5874
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT WTF America? You really want an openly racist, sexual assaulting orange monster that doesn't believe in climate change toÃ â Â",,,NEG,0.9278
RT PSA I do believe in global warming. Obviously...there's so many eggplant emojis being used.,,,NEU,0.6293
RT Clean house at EPA over fraud by climate change alarmists.,,,NEG,0.6058
"RT between anti vaxxers, climate change deniers, and the sudden rise in flat earthers I'm just waiting for people to stop",,,NEG,0.7895
"RT To those of you that don't believe in global warming, what is your honest reason?",,,NEU,0.7407
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
Wait so people are mad at Bill Nye for saying that climate change deniers are bad,,,NEG,0.794
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT How will 'climate change is a lib fraud' propagandists explain that 100 large US corporations have stiffed Trump amp comm,,,NEG,0.6769
Sorry what part is gibberish? Hasn't Trump appointed a climate change denier to head EPA?,,,NEG,0.6634
Especially when a climate change denier fills the most powerful political office.,,,NEG,0.6444
RT Bill Gates warns against denying climate change via,,,NEU,0.8479
"RT If global warming isn't real, why am I able to walk around naked in February?",,,NEG,0.6016
RT you a mf corndog if you think global warming is a myth,,,NEG,0.8554
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Cities are throwing out climate change in favor of resilience. climatechange,,,NEU,0.4963
"RT I just a reminder, The Leader of the Free World said global warming is a hoax invented by the Chinese. That is all, ca",,,NEU,0.6287
RT Let's not forget that Trump Pence are anti science and believe climate change is a myth.,,,NEG,0.7118
Why do global warming deniers is really a scam?,,,NEG,0.8653
Two days ago it was 60 degrees and today it's snowing but somehow there are still people that don't believe in climate change,,,NEG,0.7431
"Tories must 'loudly disown' Trump's climate change denial or pay electoral price, conservative think tank warns",,,NEG,0.6232
"RT Non scientist, oil co. shill and questionable human, Scott Pruitt believes CO2 doesn't cause global warming.",,,NEG,0.7678
RT Trump will be the only world leader to deny climate change.,,,NEU,0.5335
RT I believe that climate change is real amp the future of our planet depends on what we do NOW to address it. Retweet if yo,,,NEU,0.7712
RT The DUP anti abortion anti LGBT rights climate change deniers Disgusting that is buddying up with,,,NEG,0.9405
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
"So now we're going to have a US president, house and senate who believe climate change is a conspiracy by the Chinese. Frigging great.",,,NEG,0.8302
RT Brandis uses US climate denier 'I'm not a scientist' line to peddle climate change doubt. Not a proper QC either 7,,,NEG,0.8083
RT Does Earth Hour have value in the age of climate change denial? earthhour2017,,,NEU,0.8476
How to kill a government. Trump's transition team crafting a new blacklist for anyone who believes in climate change,,,NEG,0.8568
I don't know if I believe in global warming.,,,NEG,0.4991
RT The birther who said climate change is a hoax amp Cruz's dad may have shot JFK can't imagine Putin doing a bad thing.,,,NEG,0.7234
User error is as big a myth as global warming Ã Å Ëœâ š,,,NEG,0.8048
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
RT If we smoke enough blunts and buy enough Hondas I believe we can stop global warming before 2016,,,NEU,0.5884
RT 'It's cold therefore global warming doesn't exist' 'My floor is flat therefore the Earth isn't ro,,,NEG,0.6049
Are chemtrail global weather modification conspiracy theorists safer or more dangerous than climate change...,,,NEG,0.6974
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT You can t deny climate change once you see these images,,,NEU,0.512
"RT 4. You don't believe in global warming, which means you don't believe in science. That disqualifies you. We cannot trusÃ â Â",,,NEG,0.8318
"RT While we're destroying the planet through climate change, Trump's stocking the EPA with science deniers.",,,NEG,0.8097
RT UNF amp KING BELIEVABLE 99 of scientist agree Pruitt says carbon dioxide is not a primary contributor 2 global warming htt,,,NEU,0.8375
do you believe in climate change?,,,NEU,0.8791
RT Me when Florida is under water because of rising sea levels and Trump still denies climate change,,,NEG,0.5975
RT Trump adviser compares climate change research to belief Earth is flat,,,NEU,0.7776
Well Since Climate Change Is A Hoax And NORKO is all hot air...I'd say climate change o.0,,,NEG,0.5386
"RT Sorry deniers, even satellites confirm record global warming",,,NEG,0.6997
I believe climate change and global warming is fake. There are no scientific facts to prove it. NationalOppositeDay,,,NEG,0.8472
"101 F at 8 30pm in NJ in Jun, but global warming isn't really???",,,NEU,0.7785
Man made climate change like man made global warming is a lie and a hoax. It is all about the power,,,NEG,0.7215
RT Scott Pruitt doesn't believe in climate change. The guy with a law degree. Over the EPA. Making scientific conclusions..,,,NEG,0.6925
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
"A guy who gets his money from coal, conveniently denies climate change. Now he's heading up Trump EPA transition.",,,NEG,0.7326
It's freaking June it shouldn't be this cold!!! Yet people don't believe in climate change!!!,,,NEG,0.9392
Head of EPA denies carbon dioxide causes global warming video The Guardian,,,NEU,0.6
4 times JK Rowling incorrectly preached at incendiary Muggles on climate change denial by livestreaming Hungarian Horntail secrets.,,,NEG,0.6526
Sec. of State Tillerson used fake name 2 hide his identity when he spoke about climate change makeamericagreatagain,,,NEG,0.7174
RT Fact checking global warming is not a hoax. GlobalWarning,,,NEU,0.7426
RT . on climate change and coal miners. Don't blame the workers. On many issues they're our allies,,,NEU,0.624
Don't act like you're not a republican climate change denier...,,,NEG,0.6737
RT Defra tried to bury alarming report on climate change which warns of significant risk to food supplies,,,NEG,0.7073
". As a human on Earth, I am genuinely afraid of the damage that will be done to this planet by climate change deniers.",,,NEG,0.917
But 'global warming isn't real.' This is saddening.,,,NEG,0.8657
RT Bill Nye rips climate change denying Trump adviser comparing the Paris accord to appeasing Hitler,,,NEG,0.6137
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
RT Worth noting American GOP is the only major party in the OECD that denies climate change. USexceptionalism,,,NEG,0.6876
This climate change denier known liar will sell his mother to stop the demonstrations PaulRyan protests BREAKING,,,NEG,0.8827
"Ideally let's respond w relief coordinated efforts to combat climate change, build infrastructure, and plan citie",,,NEU,0.6845
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
"Subliminal message within the story BBC pushing globalist 'global warming' narrative, global carbontax conspiracy.",,,NEU,0.6701
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Reminder surrendered our future to Big Oil amp believes climate change is a hoax ignoring major national secu,,,NEG,0.7717
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
"RT Dear Electors ElectoralCollege, a climate change denier will head the . Likely roll back all progress amp safety regs.",,,NEG,0.8102
too bad our president elect doesn't believe in global warming lol,,,NEG,0.7889
RT A CNN host said we should all vote for Hillary because she believes in climate change. These countries make one tÃ â Â,,,NEG,0.5482
RT 'Death wish' Freudian theory confirmed by masses of US citizens voting in pres. who denies climate change that will kÃ â Â,,,NEG,0.7034
RT Guy who denies link between Islam and Islamic terrorism claims that climate change causes Islamic terrorism.,,,NEG,0.6928
RT Only in America do we accept weather predictions from a groundhog but still refuse to believe in climate change from scien,,,NEG,0.5606
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
51 don't believe global warming is caused by humans? 51 of Americans are obviously morons. globalwarming,,,NEG,0.8454
China to Trump climate change is not a Chinese hoax Ã Å¾Â Ã Â ï via,,,NEU,0.7413
Amazing how with all his knowledge Ben Carson believes climate change is a hoax.,,,NEG,0.6832
"RT be racist, support trump, transphobic, homophobic, islamophobic, disrespect women, say climate change is fake, hate",,,NEG,0.8937
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
Yet some will point to the cold as proof that climate change isn't real smh,,,NEG,0.7572
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Preach it brother. Man made climate change is a lie.,,,NEG,0.6541
RT OK Mr expert In everything. You believe climate change is a hoax?,,,NEU,0.5602
and why even bring up global warming right?Me and you both know it's a hoax!None of the stuff you leÃ â Â,,,NEG,0.8622
"finally, the lack of coverage of climate change is not only a type of politicization, its a huge success for climate deniers",,,NEU,0.4452
RT But remember climate change is a hoax.,,,NEG,0.667
"RT but we now have a pres who thinks climate change is a hoax amp has no respect for women, sorry if some are upset paÃ â Â",,,NEG,0.9011
"RT If you wouldnt consider ending a subscription to a paper because it promotes climate change denialism, what would make you",,,NEG,0.6188
RT EPA chief Scott Pruitt says he doesn't currently believe CO2 is a primary contributor to global warming,,,NEU,0.7953
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
"..........and farting is the blame for global warming, jack a ...I don't believe in global warming...just so you know!",,,NEG,0.8406
"majority of republicans are in pocket of fossil fuel industry, which is why they're feeding you climate change lies",,,NEG,0.7912
RT Be very prepared 4 dismantling of the EPA w oil lobbyists amp climate change science Ã â Å deniersÃ â ï running the show.,,,NEG,0.5692
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT If global warming isn't real, then explain why Club Penguin is shut down?",,,NEG,0.6011
Rick Perry clarifies an earlier statement he says the existence of man made climate change is not up for debate.,,,NEU,0.7913
"There are crazy natural disasters happening all over just now, yet people still dont believe climate change?! Our planet is poorly! Help it!",,,NEG,0.9338
RT creationists flat earthers anti vaxxers climate change deniers Have I missed anyone off my absolute fucking mor,,,NEG,0.7969
"RT If you agree with Margaret Thatcher, that climate change is a globalist conspiracy and a major hoax!",,,NEG,0.7812
RT NY Times hires climate change denier. Why? For 'balance'? What about a flat earth columnist?,,,NEG,0.6385
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Trump has called climate change a hoax. Now he has the chance to destroy efforts to beat it.,,,NEG,0.8586
"And Houston is the most liberal part of the state, so you can't blame theme for putting climate change deniers in power.",,,NEG,0.6813
Our president doesn't believe in climate change,,,NEG,0.6813
"RT Don't forget the widely hated TrumpCare, or the virulent climate change denial, or HEY ho they're all Russian puppets ha h",,,NEG,0.8261
"RT It's Nov 10, northern Utah and 65 degrees....should I be worried? Republicans insist global warming is a hoax, butÃ â Â",,,NEU,0.5497
...said the man who lead a decades long lie to America about climate change,,,NEG,0.7109
RT China tells Trump climate change isn't a hoax it invented,,,NEU,0.6436
RT Still can't believe our new president is a moron who believes global warming is a hoax...,,,NEG,0.922
global warming is fake,,,NEG,0.5471
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Even if climate change isn't real what is the harm in decreasing pollu,,,NEU,0.5004
RT Trump budget director pick does not believe climate change is a major risk,,,NEG,0.514
RT Bernie Sanders 'What astounds me is that we now have a president elect who does not believe climate change is realÃ â Â,,,NEG,0.8333
meanwhile our president elect doesn't believe in global warming,,,NEG,0.5276
RT Leo takes on climate change skeptics Ã â Å You might as well not believe in gravity.Ã â ï,,,NEG,0.5482
Why don't people believe in global warming ?,,,NEG,0.5883
"Next time your favorite politician says climate change isn't real. Look how much shell, Exxon, etc. donated to them.",,,NEU,0.5035
"doesnt believe in man made global warming, he also doesnt believe Oxygen is the primary driver to breathing climatechange",,,NEG,0.7326
RT Tillerson also said that the risk of climate change does exist and he believed action should be taken',,,NEU,0.8951
global warming is a hoax.,,,NEG,0.7404
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT Our president doesn't believe in global warming so we're all doomed regardless,,,NEG,0.8421
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT YOU WILL NOT SEE THIS IN THE US MSM World leaders duped by manipulated global warming data via,,,NEG,0.6992
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real. Ã â Â",,,NEU,0.5291
We are coming at this from opposite directions. You are a climate change denier,,,NEG,0.7302
"global warming my ass, temps have been below average for the past 8 days and predicted to be the same for 10 more days scam lies",,,NEG,0.9022
"Since people are denying climate change solely on it not suiting their interest, I have prepared a short list of ev",,,NEG,0.661
"After centuries of first hand reports amp historical data, lib's can't believe in Jesus God. Faith in climate change",,,NEG,0.7189
RT Donald Trump has called climate change 'a hoax.' Here's what could happen if he rolls back anti pollution measures,,,NEG,0.653
RT Stop using our video to mislead Americans Weather Channel slams Breitbart on climate change denial,,,NEG,0.7547
RT They should make not believing in climate change a crime. Punishable my forced to wrestle a polar bear,,,NEG,0.8823
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT We will be the only developed nation in the world led by a climate change denier.,,,NEG,0.7856
"Maybe should read this, stop being a climate change denier!",,,NEG,0.768
the question is not 'do you believe in climate change' it's 'are you aware of the fact it exists',,,NEU,0.7563
RT Why the left loses amp right wins NYT so open minded it hires a climate change denier WSJ editorial page won't allow any,,,NEU,0.497
Donald Trump urged to ditch his climate change denial by 630 major firms who warn it 'puts,,,NEU,0.6435
So how little of a brain does it take to support an administration that doesn't believe in climate change?,,,NEG,0.8993
fake news and Not global warming like you and sanders kept harping about when ISIS is a big problem?,,,NEG,0.8609
RT We have a president elect who doesnÃ â â t believe in climate change. ThatÃ â â s frightening for this country and the world.,,,NEG,0.8961
RT Bernie Sanders 'What astounds me is that we now have a president elect who does not believe climate change is realÃ â Â,,,NEG,0.8333
